Date,MNO.L,WSBN.L,CGNR.L,THR.L,SJH.L,EVE.L,VAL.L,ALBA.L
2020-05-28,1.7999999523162842,1.4500000476837158,11.25,0.32499998807907104,17.5,1.350000023841858,7.625,0.07500000298023224
2020-05-29,1.7999999523162842,1.4500000476837158,11.0,0.32499998807907104,15.5,1.4249999523162842,6.75,0.07500000298023224
2020-06-01,1.7999999523162842,1.4500000476837158,11.0,0.4399999976158142,15.5,1.4500000476837158,6.625,0.07800000160932541
2020-06-02,1.7999999523162842,1.4500000476837158,11.0,0.375,15.5,1.350000023841858,8.25,0.08299999684095383
2020-06-03,1.7999999523162842,1.3250000476837158,11.0,0.44999998807907104,15.5,1.25,7.375,0.07800000160932541
2020-06-04,1.7999999523162842,1.225000023841858,11.0,0.42500001192092896,15.5,1.25,7.375,0.07800000160932541
2020-06-05,2.049999952316284,1.225000023841858,11.0,0.4050000011920929,15.5,1.2999999523162842,7.125,0.08299999684095383
2020-06-08,2.049999952316284,1.225000023841858,11.0,0.375,15.5,1.2999999523162842,7.125,0.08299999684095383
2020-06-09,2.049999952316284,1.225000023841858,10.949999809265137,0.3700000047683716,15.5,1.315000057220459,6.650000095367432,0.08299999684095383
2020-06-10,2.049999952316284,1.225000023841858,10.949999809265137,0.3700000047683716,15.0,1.399999976158142,7.25,0.07999999821186066
2020-06-11,2.0,1.225000023841858,10.75,0.36000001430511475,15.0,1.25,7.25,0.07999999821186066
2020-06-12,2.0,1.225000023841858,10.75,0.35499998927116394,15.0,1.25,7.25,0.07999999821186066
2020-06-15,2.0,1.225000023841858,10.0,0.35499998927116394,15.0,1.225000023841858,7.25,0.08500000089406967
2020-06-16,2.0,1.225000023841858,9.75,0.3700000047683716,15.0,1.25,7.25,0.08799999952316284
2020-06-17,2.5999999046325684,1.2999999523162842,9.75,0.3700000047683716,15.0,1.25,7.25,0.08799999952316284
2020-06-18,2.3499999046325684,1.2999999523162842,9.75,0.36500000953674316,15.0,1.125,6.974999904632568,0.08799999952316284
2020-06-19,3.049999952316284,1.2999999523162842,10.0,0.3400000035762787,15.0,1.149999976158142,6.974999904632568,0.08500000089406967
2020-06-22,3.25,1.2999999523162842,10.0,0.33500000834465027,15.0,1.4199999570846558,8.25,0.08500000089406967
2020-06-23,3.25,1.2999999523162842,10.5,0.33500000834465027,15.0,1.4500000476837158,8.5,0.10999999940395355
2020-06-24,3.5999999046325684,1.2999999523162842,10.5,0.32499998807907104,15.0,1.375,7.75,0.11500000208616257
2020-06-25,3.75,1.2999999523162842,10.5,0.3149999976158142,15.0,1.350000023841858,7.75,0.11299999803304672
2020-06-26,3.75,1.2999999523162842,10.5,0.3149999976158142,15.0,1.2999999523162842,7.75,0.10300000011920929
2020-06-29,4.349999904632568,1.2999999523162842,10.75,0.3050000071525574,15.0,1.350000023841858,7.25,0.09300000220537186
2020-06-30,3.8499999046325684,1.3250000476837158,10.75,0.3050000071525574,67.5,1.350000023841858,7.5,0.07999999821186066
2020-07-01,3.8499999046325684,1.2999999523162842,11.0,0.3050000071525574,35.0,1.350000023841858,7.75,0.07500000298023224
2020-07-02,3.6500000953674316,1.4500000476837158,11.25,0.3050000071525574,35.0,1.350000023841858,8.0,0.07500000298023224
2020-07-03,3.3499999046325684,1.399999976158142,11.5,0.3050000071525574,27.5,1.25,8.0,0.07500000298023224
2020-07-06,5.599999904632568,1.3250000476837158,11.75,0.3400000035762787,25.0,1.274999976158142,8.0,0.07500000298023224
2020-07-07,5.349999904632568,1.3250000476837158,11.75,0.3499999940395355,25.0,1.274999976158142,8.0,0.07500000298023224
2020-07-08,5.0,1.3250000476837158,11.75,0.3449999988079071,27.5,1.274999976158142,7.75,0.07999999821186066
2020-07-09,6.0,1.3250000476837158,11.75,0.3449999988079071,27.5,1.25,7.25,0.08299999684095383
2020-07-10,6.800000190734863,1.3250000476837158,11.75,0.3700000047683716,27.5,1.25,7.25,0.08299999684095383
2020-07-13,6.75,1.3250000476837158,14.899999618530273,0.38999998569488525,27.5,1.2999999523162842,7.25,0.08299999684095383
2020-07-14,6.300000190734863,1.25,14.75,0.375,27.5,1.25,7.25,0.08500000089406967
2020-07-15,6.199999809265137,1.25,14.75,0.36500000953674316,27.5,1.350000023841858,7.25,0.08500000089406967
2020-07-16,7.5,1.25,14.75,0.3799999952316284,27.5,1.4249999523162842,7.25,0.08500000089406967
2020-07-17,7.900000095367432,1.25,15.0,0.36000001430511475,27.5,1.5,7.25,0.08500000089406967
2020-07-20,8.149999618530273,1.25,15.0,0.3400000035762787,27.5,1.5049999952316284,10.25,0.08299999684095383
2020-07-21,8.0,1.25,18.0,0.35499998927116394,27.5,1.725000023841858,9.625,0.08299999684095383
2020-07-22,7.150000095367432,1.25,22.0,0.33500000834465027,27.5,2.299999952316284,10.25,0.08299999684095383
2020-07-23,6.75,1.25,21.5,0.3499999940395355,27.5,2.200000047683716,7.849999904632568,0.08500000089406967
2020-07-24,7.0,1.25,18.0,0.3499999940395355,27.5,2.25,7.875,0.08500000089406967
2020-07-27,7.650000095367432,1.25,19.5,0.3400000035762787,27.5,2.5,7.625,0.08500000089406967
2020-07-28,7.650000095367432,1.225000023841858,19.5,0.375,27.5,2.799999952316284,7.375,0.08500000089406967
2020-07-29,6.849999904632568,1.225000023841858,18.5,0.375,27.5,3.0,8.175000190734863,0.08799999952316284
2020-07-30,6.75,1.225000023841858,18.25,0.3799999952316284,27.5,2.880000114440918,8.5,0.08799999952316284
2020-07-31,6.25,1.225000023841858,18.25,0.4699999988079071,35.0,3.5999999046325684,8.25,0.08799999952316284
2020-08-03,6.25,1.149999976158142,18.25,0.5,35.0,3.880000114440918,8.25,0.0729999989271164
2020-08-04,9.350000381469727,1.149999976158142,18.25,0.5649999976158142,35.0,3.5999999046325684,8.25,0.0729999989271164
2020-08-05,11.649999618530273,1.350000023841858,20.700000762939453,0.7450000047683716,35.0,3.5,7.75,0.0729999989271164
2020-08-06,12.0,1.350000023841858,23.5,0.6949999928474426,32.5,3.299999952316284,8.25,0.07000000029802322
2020-08-07,11.399999618530273,1.350000023841858,27.0,0.6399999856948853,32.5,2.9000000953674316,8.25,0.07000000029802322
2020-08-10,11.5,1.399999976158142,26.0,0.5600000023841858,32.5,3.4000000953674316,10.0,0.07000000029802322
2020-08-11,11.5,1.399999976158142,29.5,0.5149999856948853,62.5,3.299999952316284,10.75,0.07000000029802322
2020-08-12,10.600000381469727,1.399999976158142,36.0,0.5550000071525574,52.5,3.130000114440918,14.375,0.07000000029802322
2020-08-13,9.5,1.399999976158142,36.5,0.5350000262260437,62.5,3.1500000953674316,14.399999618530273,0.07000000029802322
2020-08-14,9.5,1.399999976158142,34.5,0.5299999713897705,55.0,3.799999952316284,14.649999618530273,0.08799999952316284
2020-08-17,9.5,1.399999976158142,33.5,0.5400000214576721,51.0,3.9000000953674316,17.375,0.10499999672174454
2020-08-18,9.5,1.399999976158142,31.5,0.6349999904632568,51.0,4.699999809265137,17.25,0.09300000220537186
2020-08-19,9.5,2.5,32.5,0.675000011920929,47.5,4.599999904632568,15.25,0.10100000351667404
2020-08-20,10.5,2.0999999046325684,32.5,0.6399999856948853,47.5,4.360000133514404,13.75,0.0949999988079071
2020-08-21,10.5,2.25,31.0,0.5799999833106995,47.5,4.25,13.75,0.0949999988079071
2020-08-24,11.0,2.200000047683716,29.0,0.5600000023841858,52.5,4.5,13.25,0.11299999803304672
2020-08-25,11.300000190734863,2.0999999046325684,27.5,0.5649999976158142,52.5,4.5,13.25,0.1550000011920929
2020-08-26,11.0,2.319999933242798,27.5,0.5649999976158142,52.5,4.449999809265137,14.5,0.16500000655651093
2020-08-27,10.75,2.5999999046325684,27.5,0.6050000190734863,52.5,4.400000095367432,13.75,0.14000000059604645
2020-08-28,10.75,3.4000000953674316,26.0,0.5849999785423279,52.5,4.300000190734863,14.5,0.12999999523162842
2020-09-01,10.5,4.349999904632568,25.0,0.6650000214576721,52.5,5.0,18.100000381469727,0.12999999523162842
2020-09-02,10.5,3.8499999046325684,25.0,0.7099999785423279,52.5,6.099999904632568,18.0,0.125
2020-09-03,9.899999618530273,3.5999999046325684,22.5,0.6399999856948853,52.5,6.400000095367432,24.5,0.14000000059604645
2020-09-04,9.899999618530273,3.450000047683716,22.5,0.5950000286102295,50.0,6.0,25.0,0.1899999976158142
2020-09-07,9.899999618530273,3.700000047683716,27.5,0.6150000095367432,50.0,5.300000190734863,26.5,0.20999999344348907
2020-09-08,9.25,3.5,27.0,0.6299999952316284,50.0,5.400000095367432,24.75,0.1850000023841858
2020-09-09,9.0,3.8499999046325684,25.5,0.675000011920929,50.0,5.039999961853027,23.5,0.18000000715255737
2020-09-10,9.0,3.549999952316284,25.5,0.625,50.0,5.0,26.0,0.20499999821186066
2020-09-11,9.0,3.450000047683716,27.0,0.6349999904632568,50.0,5.699999809265137,26.75,0.2150000035762787
2020-09-14,9.5,3.299999952316284,28.0,0.6150000095367432,47.5,6.420000076293945,26.5,0.26499998569488525
2020-09-15,9.5,3.5,29.0,0.6800000071525574,47.5,5.699999809265137,25.0,0.27900001406669617
2020-09-16,9.5,3.5,29.0,0.8100000023841858,45.0,5.5,24.75,0.23999999463558197
2020-09-17,9.75,3.5,27.0,0.9350000023841858,45.0,5.400000095367432,23.5,0.27000001072883606
2020-09-18,9.75,3.450000047683716,28.0,1.0,45.0,4.849999904632568,24.25,0.41999998688697815
2020-09-21,9.0,3.3399999141693115,27.5,0.8399999737739563,45.0,4.599999904632568,27.75,0.3499999940395355
2020-09-22,9.0,3.299999952316284,28.5,0.9649999737739563,45.0,4.800000190734863,40.0,0.3100000023841858
2020-09-23,11.0,3.0999999046325684,37.20000076293945,1.190000057220459,45.0,4.650000095367432,52.0,0.3700000047683716
2020-09-24,10.0,3.25,33.5,1.1950000524520874,45.0,4.599999904632568,59.5,0.35100001096725464
2020-09-25,10.0,3.450000047683716,33.0,0.9750000238418579,45.0,4.650000095367432,53.5,0.4699999988079071
2020-09-28,10.0,3.4000000953674316,32.5,0.8849999904632568,45.0,4.5,35.0,0.5400000214576721
2020-09-29,10.0,3.299999952316284,32.0,0.878000020980835,45.0,4.5,27.25,0.5
2020-09-30,10.0,3.299999952316284,30.5,0.9750000238418579,45.0,4.525000095367432,32.0,0.4699999988079071
2020-10-01,10.0,3.549999952316284,35.0,0.9549999833106995,45.0,4.150000095367432,29.5,0.47200000286102295
2020-10-02,10.0,3.450000047683716,33.5,0.9100000262260437,45.0,3.940000057220459,26.75,0.46000000834465027
2020-10-05,10.0,5.099999904632568,32.0,1.024999976158142,45.0,4.0,24.0,0.4180000126361847
2020-10-06,10.0,6.199999809265137,33.0,0.9800000190734863,45.0,4.099999904632568,26.25,0.36000001430511475
2020-10-07,10.0,5.400000095367432,32.5,1.0049999952316284,42.5,4.199999809265137,25.5,0.3779999911785126
2020-10-08,10.5,5.800000190734863,32.5,1.024999976158142,42.5,4.599999904632568,24.25,0.4399999976158142
2020-10-09,11.25,5.800000190734863,35.0,1.0,42.5,5.0,23.5,0.4350000023841858
2020-10-12,11.5,5.300000190734863,34.5,1.0049999952316284,42.5,4.900000095367432,23.75,0.49000000953674316
2020-10-13,11.5,5.199999809265137,33.5,0.9750000238418579,42.5,4.949999809265137,22.75,0.5
2020-10-14,11.5,5.125,33.0,0.9300000071525574,42.5,4.5,24.75,0.4699999988079071
2020-10-15,11.5,5.0,31.0,0.949999988079071,42.5,4.5,23.5,0.4650000035762787
2020-10-16,11.5,4.900000095367432,30.5,0.925000011920929,42.5,4.599999904632568,26.5,0.5350000262260437
2020-10-19,11.5,6.449999809265137,30.5,0.9300000071525574,42.5,4.650000095367432,27.5,0.5149999856948853
2020-10-20,11.0,7.449999809265137,34.5,0.8849999904632568,42.5,4.199999809265137,26.5,0.5199999809265137
2020-10-21,11.0,7.699999809265137,35.0,1.149999976158142,42.5,4.300000190734863,24.75,0.47999998927116394
2020-10-22,10.75,7.199999809265137,33.0,1.0750000476837158,42.5,4.400000095367432,24.0,0.4650000035762787
2020-10-23,10.75,7.550000190734863,31.5,1.2000000476837158,42.5,4.449999809265137,24.25,0.4650000035762787
2020-10-26,10.25,7.099999904632568,30.5,1.25,42.5,4.199999809265137,24.5,0.4350000023841858
2020-10-27,10.0,6.599999904632568,33.5,1.2000000476837158,35.0,4.199999809265137,23.5,0.4569999873638153
2020-10-28,10.0,6.099999904632568,31.0,1.100000023841858,35.0,4.199999809265137,21.75,0.47999998927116394
2020-10-29,10.0,6.0,30.0,1.125,35.0,4.0,22.5,0.4650000035762787
2020-10-30,10.0,6.300000190734863,30.0,1.125,40.0,4.050000190734863,22.0,0.4650000035762787
2020-11-02,10.0,6.25,28.5,1.149999976158142,40.0,4.25,21.75,0.4729999899864197
2020-11-03,10.0,6.5,29.5,1.125,40.0,4.25,23.75,0.4699999988079071
2020-11-04,10.0,10.25,33.0,1.149999976158142,40.0,4.150000095367432,23.0,0.5
2020-11-05,10.0,11.25,35.0,1.125,40.0,4.150000095367432,24.0,0.49000000953674316
2020-11-06,9.5,10.75,35.0,1.225000023841858,40.0,4.050000190734863,23.75,0.4699999988079071
2020-11-09,9.5,11.75,32.5,1.274999976158142,40.0,3.890000104904175,20.875,0.45500001311302185
2020-11-10,9.5,11.25,34.5,1.149999976158142,40.0,3.75,20.75,0.44999998807907104
2020-11-11,9.5,11.5,34.5,1.25,40.0,3.75,20.25,0.44999998807907104
2020-11-12,9.5,12.5,34.5,1.25,40.0,3.609999895095825,19.75,0.4300000071525574
2020-11-13,10.0,12.5,34.0,1.25,40.0,3.5999999046325684,19.75,0.46000000834465027
2020-11-16,10.5,12.0,33.5,1.2000000476837158,40.0,3.799999952316284,20.25,0.4650000035762787
2020-11-17,9.75,12.0,33.5,1.100000023841858,40.0,3.799999952316284,23.5,0.44999998807907104
2020-11-18,9.75,10.5,34.5,1.149999976158142,40.0,3.950000047683716,24.0,0.46000000834465027
2020-11-19,9.75,11.100000381469727,33.0,1.149999976158142,40.0,4.050000190734863,22.5,0.44999998807907104
2020-11-20,9.75,10.5,33.0,1.125,40.0,4.190000057220459,22.25,0.46000000834465027
2020-11-23,10.0,9.25,33.0,1.100000023841858,40.0,4.25,24.0,0.5
2020-11-24,9.5,8.949999809265137,32.5,0.9779999852180481,40.0,4.800000190734863,25.25,0.47999998927116394
2020-11-25,10.5,8.25,30.5,0.9750000238418579,40.0,4.599999904632568,24.5,0.41499999165534973
2020-11-26,10.5,8.75,33.0,1.0,40.0,4.599999904632568,23.75,0.414000004529953
2020-11-27,11.0,9.5,32.5,0.9750000238418579,40.0,4.400000095367432,23.5,0.4099999964237213
2020-11-30,10.5,10.25,32.5,0.9700000286102295,40.0,4.5,24.0,0.3840000033378601
2020-12-01,11.25,10.399999618530273,31.5,1.0,40.0,4.400000095367432,23.75,0.4099999964237213
2020-12-02,11.5,9.800000190734863,31.5,0.949999988079071,40.0,4.400000095367432,25.25,0.4000000059604645
2020-12-03,12.5,10.0,31.5,0.949999988079071,40.0,4.800000190734863,24.75,0.41999998688697815
2020-12-04,13.0,9.0,31.0,0.949999988079071,40.0,4.650000095367432,24.5,0.4050000011920929
